Name,Type,Address,Ratings,Location,Price,Image
Ninh Binh Legend Hotel,Hotel,"Ninh Binh, Vietnam",4.5,Ninh Binh,1800000,https://dailytravelvietnam.com/images/2019/01/128618288-800x533.jpg
The Vissai Hotel,Hotel,"848 Tran Hung Dao",4.0,Ninh Binh,1200000,https://luxurylifestyleawards.com/wp-content/uploads/2023/08/14-2.jpg
Thuy Anh Hotel,Hotel,"Truong Han Sieu",3.0,Ninh Binh,600000,https://res.klook.com/klook-hotel/image/upload/travelapi/20000000/19540000/19538600/19538545/dcb51bc2_z.jpg
Sonavie Hotel,Hotel,"148 Dinh Dien",3.5,Ninh Binh,850000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1020774463488639
Xuan Hoa Hotel 2,Hotel,"36 Chien Thang",2.0,Ninh Binh,400000,https://xuanhoaninhbinh.vn-hotel.com/data/Photos/OriginalPhoto/7494/749424/749424734/photo-ninh-binh-20.JPEG
Kinh Do Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,550000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/74/08/a2/kinh-do-hotel.jpg?w=1000&h=600&s=1
Thanh Binh Hotel,Hotel,"31 Luong Van Tuy",3.0,Ninh Binh,500000,https://media-cdn.tripadvisor.com/media/photo-s/13/cd/72/11/getlstd-property-photo.jpg
Hong Ngoc Hotel,Hotel,"Ninh Binh, Vietnam",2.0,Ninh Binh,350000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/558063296.jpg?k=9b35b669b921394ad439a870b37ed6028c06e704de309ce07f6a8e3e6988c3dd&o=&hp=1
Duc An Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,450000,https://izitour.com/media/ckeditor/ninh-binh-hidden-charm-resort.webp
Hoa Lu Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,600000,https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67712954-959x719-FIT_AND_TRIM-8efe2b22b03a11f6812839776fcf602e.jpeg?tr=q-40,c-at_max,w-740,h-500&_src=imagekit
Lac Hong Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,550000,https://lachonghotel.vn/Content/UserFiles/LacHong/Banners/mainbanner_1-1.jpg
AIQ Hotel,Hotel,"Ly Thuong Kiet",3.0,Ninh Binh,500000,https://media-cdn.tripadvisor.com/media/photo-p/07/a6/79/41/aiq-hotel.jpg
The Vancouver Hotel,Hotel,"Ninh Binh, Vietnam",3.5,Ninh Binh,750000,https://www.asiatica-travel.es/ckfinder/userfiles/images/hotel-ninh-binh-vancouver.jpg
Ngoc Anh Hotel,Hotel,"26 Luong Van Tuy",3.0,Ninh Binh,500000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/52/75/f4/hotel-entrance.jpg?w=700&h=-1&s=1
Viet Huong Hotel,Hotel,"64 Hoang Hoa Tham",3.0,Ninh Binh,450000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/239793697.jpg?k=91bcb1b604d61f4355ccfd4e6a10839694dc8f5c69187010703a82b78fafb908&o=&hp=1
Non Nuoc Hotel,Hotel,"Ninh Binh, Vietnam",2.0,Ninh Binh,350000,http://voyageninhbinh.com/wp-content/uploads/2013/11/Hotel-Non-Nuoc-Ninh-Binh1.jpg
Phuong Linh Hotel,Hotel,"Ninh Binh, Vietnam",2.0,Ninh Binh,300000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/640961747.jpg?k=6ac9bc9e9d643304622892f8af0794a439f9a23a8fbb166d8d29fa1b76ea6650&o=&hp=1
Tam Coc Horizon Bungalow,Hotel,"Thai Vi",4.0,Ninh Binh,1200000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/135926283.jpg?k=f964273e39e0c2148923743901bbcb4b97c9956741282af2e5ca739666b4390c&o=&hp=1
Trang An Valley Bungalow,Hotel,"Ninh Binh, Vietnam",3.5,Ninh Binh,950000,https://kenhhomestay.com/wp-content/uploads/2019/02/trang-an-valley-bungalow-1.jpg
Viet Nhat Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,500000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/446935591.jpg?k=b69505451e4850414532f9e0605d9969e186c4e0ea3aebf36efecb71dbeba85a&o=&hp=1
Blue Garden,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,650000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/245482588.jpg?k=83a9f656f8bde21040c243bace552cf626ee5057d415ed55df5435ea41e7e17f&o=
Hang Mua Lucky House,Hotel,"Khe Ha",3.0,Ninh Binh,600000,https://media-cdn.tripadvisor.com/media/photo-s/23/b2/e3/1b/khach-san.jpg
Tam Coc Papaya Villa,Hotel,"Ninh Binh, Vietnam",4.0,Ninh Binh,1100000,https://cdn2.vietnambooking.com/wp-content/uploads/hotel_pro/hotel_358110/bb82babe9314f35e555a199fbd1d9eb6.jpg
Tam Coc Peaceful Nature,Hotel,"Ninh Binh, Vietnam",3.5,Ninh Binh,900000,https://imgcy.trivago.com/c_fill,d_dummy.jpeg,e_sharpen:60,f_auto,h_627,q_auto,w_1200/partner-images/a7/be/deba64c1c57616a0b883a689b45a3c33e175b41ac46688e34caebc0c0570.jpeg
Coco Island Villa,Hotel,"Ninh Binh, Vietnam",4.0,Ninh Binh,1300000,https://www.myboutiquehotel.com/photos/119050/coco-island-villa-hotel-ninh-binh-vn-011-60368-2220x1400.jpg
Nami Stay,Hotel,"39 Nguyen Tu Man",3.0,Ninh Binh,550000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=61574649003471
Scenic Mountain Ecolodge,Hotel,"Ninh Binh, Vietnam",3.5,Ninh Binh,850000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ec/c9/1d/caption.jpg?w=700&h=-1&s=1
Hoang Hai Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,500000,https://media-cdn.tripadvisor.com/media/photo-s/14/29/bd/aa/hoang-h-i-hotel.jpg
Nha Viet Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,450000,https://luxurylifestyleawards.com/wp-content/uploads/2023/08/14-2.jpg
Queen Hotel,Hotel,"Ninh Binh, Vietnam",3.0,Ninh Binh,500000,https://www.anywhere.com/img-a/hotel/the-queen-hotel-ninh-binh-ninh-binh-vietnam/Queen-3-jpg?q=95&w=500&type=auto
The Valley Lodge Trang An,Hotel,"Trang An",4.0,Ninh Binh,1500000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/710741535.jpg?k=4d80345351e808b7270d6e916c4d95b3f64684250e85665b13e85b205de966b9&o=&hp=1
De Nui Restaurant,Restaurant,"To 1",4.1,Ninh Binh,220000,https://i.ytimg.com/vi/ddjKE487E9g/maxresdefault.jpg
Bamboo Buffet,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,180000,https://img.restaurantguru.com/w550/h367/r9a6-Bamboo-Buffet-design-2024-05-2.jpg
Trang An Riverside Garden,Restaurant,"Ninh Binh, Vietnam",4.3,Ninh Binh,250000,https://images.happycow.net/venues/1024/33/54/hcmp335407_2614328.jpeg
Rieu Cua Bap Bo,Restaurant,"117 Le Hong Phong",4.2,Ninh Binh,150000,https://vn1.vdrive.vn/nhahangtuantuvanlong.com/2023/04/Lau-rieu-cua-bap-bo-suon-sun-Van-Long-Ninh-Binh-4-1.png
Moon Garden,Restaurant,"Ninh Binh, Vietnam",4.4,Ninh Binh,200000,https://img.restaurantguru.com/w550/h367/r0ab-interior-Moon-Garden-Bar-Restaurant.jpg
Trang An Heritage Garden,Restaurant,"Ninh Binh, Vietnam",4.5,Ninh Binh,300000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f4/6b/38/entrance.jpg?w=1200&h=-1&s=1
Trang An River View,Restaurant,"Ninh Binh, Vietnam",4.2,Ninh Binh,280000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/38/d6/75/trang-an-river-view-homestay.jpg?w=700&h=-1&s=1
Vic Travel Restaurant,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,150000,https://media-cdn.tripadvisor.com/media/photo-s/1a/aa/de/f6/bun-cha-hanoi.jpg
Gimbab Restaurant,Restaurant,"Ninh Binh, Vietnam",4.1,Ninh Binh,120000,https://img.restaurantguru.com/w550/h367/rf16-KimBap-Han-Quoc-pizza.jpg
Cafe Be,Restaurant,"Ninh Binh, Vietnam",4.3,Ninh Binh,50000,https://media-cdn.tripadvisor.com/media/photo-s/09/9a/0a/50/be-cafe.jpg
Hi Korea Restaurant,Restaurant,"818 Tran Hung Dao",4.2,Ninh Binh,250000,http://haiphongtours.com/wp-content/uploads/2021/02/Hi-Korea-Restaurant-Ninh-Binh.jpg
Ben Trang An Restaurant,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,180000,https://www.originvietnam.com/wp-content/uploads/Top_5_Restaurants_in_Ninh_Binh_Header.jpg
Bun Cha 734,Restaurant,"734 Nguyen Cong Tru",4.4,Ninh Binh,45000,https://cdn.vietnam.vn/wp-content/uploads/2023/05/Bun-cha-vuong-kieu-Ninh-Binh-hut-khach-thu-do.jpg
Micay Seoul Korean Restaurant,Restaurant,"Ninh Binh, Vietnam",4.1,Ninh Binh,200000,https://haiphongtours.com/wp-content/webp-express/webp-images/uploads/2021/02/Korean-food-restaurant-in-Ninh-Binh.jpg.webp
bb.q Chicken,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,150000,http://haiphongtours.com/wp-content/uploads/2020/11/BBQ-Garden-Ninh-Binh.jpg
Duc Nhat Restaurant,Restaurant,"12 Hoang Hoa Tham",4.1,Ninh Binh,200000,https://www.vietnamescapetours.com/uploads/galleries/ducnhat-DTBU.jpg
Mien Luon Ba Phan,Restaurant,"Ninh Binh, Vietnam",4.5,Ninh Binh,60000,https://xevietanh.com/userfiles/images/mien-luon-ba-phan-ninh-binh-2.jpg
Trung Tuyet Restaurant,Restaurant,"14 Hoang Hoa Tham",4.2,Ninh Binh,180000,https://cdn.justfly.vn/1536x747/media/202105/21/1621587345-nha-hang-restaurant-trung-tuyet-ninh-binh.jpg
Kien Trang,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,150000,https://leadtour.vn/wp-content/uploads/2021/11/kien-trang-homestay.jpg
Caphe Asian,Restaurant,"Phan Dinh Phung",4.2,Ninh Binh,50000,https://static.vinwonders.com/production/Ninh-Binh-Restaurants-banner.jpg
Viet Cuisine Restaurant,Restaurant,"Khe Thuong",4.1,Ninh Binh,200000,https://www.vietnamescapetours.com/uploads/galleries/tamcoclantern-xE6U.png
Bun Moc Bien Ha,Restaurant,"05 Le Hong Phong",4.4,Ninh Binh,40000,https://static.riviu.vn/image/2020/07/17/125e74fd6edf450e91914f8ec882b215.jpg
Trang An Restaurant,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,180000,https://d3rftsiup4wf15.cloudfront.net/uploads/2024/05/17/trangan.jpg
Pho An,Restaurant,"862 Tran Hung Dao",4.3,Ninh Binh,50000,https://img.restaurantguru.com/w550/h367/r67e-meat-Pho-An-Pho-Restaurant-2024-05.jpg
Mr.Quoc Anh,Restaurant,"Ninh Binh, Vietnam",4.2,Ninh Binh,150000,https://img.restaurantguru.com/c24e-Quoc-Anh-Cafe-tp-Ninh-Binh-interior.jpg
Xuan Thang Restaurant,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,200000,https://sinhtour.vn/wp-content/uploads/2024/02/dao-khe-coc-trang-an-ninh-binh-9.jpg
Curry House,Restaurant,"Ninh Binh, Vietnam",4.3,Ninh Binh,250000,https://vietnamstory.in/wp-content/uploads/2025/05/curry-king-restaurant.jpg
Forest Sunset Bar & Restaurant,Restaurant,"Ninh Binh, Vietnam",4.5,Ninh Binh,300000,https://images.happycow.net/venues/1024/43/89/hcmp438991_3139792.jpeg
Ngoc Minh Restaurant,Restaurant,"Ninh Binh, Vietnam",4.1,Ninh Binh,250000,https://media.mia.vn/uploads/blog-du-lich/den-nha-hang-ngoc-minh-trai-nghiem-am-thuc-cung-dinh-tai-ninh-binh-04-1640462571.jpg
Pham Duc,Restaurant,"Ninh Binh, Vietnam",4.0,Ninh Binh,180000,https://asialegend.travel/wp-content/uploads/2024/08/Ninh-Binh-Restaurants-Duc-De-Restaurant.jpg
Bao Anh Restaurant,Restaurant,"15 Hoang Hoa Tham",4.2,Ninh Binh,150000,https://www.vietnamescapetours.com/uploads/galleries/baoanh-RWSH.png
Trau Vang Restaurant,Restaurant,"Ninh Binh, Vietnam",4.3,Ninh Binh,220000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ea/15/bc/trau-vang.jpg?w=600&h=-1&s=1
Centara Mirage Resort Mui Ne,Resort,"Huynh Thuc Khang",4.8,Phan Thiet,4500000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/384903531.jpg?k=e9dad196756eb3f438d04f3daaa746f3e3c78eaf14b9f2806caa00a1290c2425&o=&hp=1
Saigon Mui Ne Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,2200000,https://www.e-nemeckeck.cz/fotky/velke/hotel-saigon-mui-ne-resort-mui-ne-bay-phan-thiet-vietnam-asie-510818.jpg
Sunny Beach Resort,Resort,"64-66 Nguyen Dinh Chieu",4.0,Phan Thiet,2500000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a3/fa/f9/khu-ngh-du-ng-sunny-beach.jpg?w=1400&h=-1&s=1
Blue Shell Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,1800000,https://ticotravel.com.vn/wp-content/uploads/2022/02/Blue-Shell-Resort-phan-thiet-3.jpg
Thai Hoa Muine Resort,Resort,"56 Huynh Thuc Khang",3.5,Phan Thiet,1500000,https://pix10.agoda.net/hotelImages/248052/-1/7e663f2094d90814b9cdd950264d8440.jpg?s=1024x768
Hai Gia Resort,Resort,"72A Huynh Thuc Khang",3.5,Phan Thiet,1400000,https://media-cdn.tripadvisor.com/media/photo-s/06/9b/f4/ab/pool.jpg
Sunrise Resort,Resort,"72 Nguyen Dinh Chieu",3.0,Phan Thiet,1200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c8/59/a0/sunrise-resort.jpg?w=700&h=-1&s=1
Full Moon Beach Resort,Resort,"84 Nguyen Dinh Chieu",4.0,Phan Thiet,1600000,https://media-cdn.tripadvisor.com/media/photo-s/0f/9d/d5/f7/photo0jpg.jpg
Canary Beach Resort,Resort,"Huynh Thuc Khang",3.5,Phan Thiet,1300000,https://media-cdn.tripadvisor.com/media/photo-s/01/b6/86/fa/pool-view.jpg
Mia Resort,Resort,"Phan Thiet, Vietnam",4.5,Phan Thiet,3200000,https://www.travelonline.com/vietnam/phan-thiet/accommodation/mia-resort-mui-ne/swimming-pool-58493-crop.jpg
Ocean Star Resort,Resort,"22 Nguyen Dinh Chieu",4.0,Phan Thiet,1900000,https://foto.piletid.eu/hotell-partnerilt/9657_7/vietnam-phan-thiet-ocean-star-resort-1.jpg
Unique Mui Ne Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,1800000,https://imgcy.trivago.com/c_fill,d_dummy.jpeg,e_sharpen:60,f_auto,h_534,q_40,w_800/partner-images/34/27/6cefdbc921f4c675bd9198575f2b17c53ddb36eba65df26ba838035f9218.jpeg
Seahorse Resort,Resort,"Phan Thiet, Vietnam",4.5,Phan Thiet,2500000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/0f/97/seahorse-resort.jpg?w=900&h=-1&s=1
Palmira Beach Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1400000,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/45062695.jpg?k=d68e2261743000d691f55250595bd307720bdb188c650062a33dc22f153a60c3&o=
Sonata Mui Ne Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,2100000,https://ticotravel.com.vn/wp-content/uploads/2023/04/SONATA-RESORT-_-SPA-PHAN-THIET-7.jpg
Anantara Resort,Resort,"Phan Thiet, Vietnam",5.0,Phan Thiet,5500000,https://www.travoh.com/wp-content/uploads/2023/07/001-Anantara-Mui-Ne-Resort-Phan-Thiet-Vietnam-Resort-Beach-Aerial-View-1024x683.jpg
Sea Lion Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,1700000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a8/1a/54/bird-eye-view.jpg?w=900&h=500&s=1
Hoang Hai Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,1100000,https://phuhaibeachresortphanthiet.com/wp-content/uploads/2024/06/hinh-banner-4.jpg
Mui Ne Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1300000,https://www.uncovervietnam.com/wp-content/uploads/2019/07/Anantara-Mui-Ne-Resort-5-1.jpg
The Cliff Resort,Resort,"Phan Thiet, Vietnam",4.5,Phan Thiet,3800000,https://pix10.agoda.net/hotelImages/344574/-1/573d54c4f831c88c2c8abfc715d169cc.jpg?s=1024x768
Phu Hai Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,2200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/7f/b7/03/caption.jpg?w=1400&h=-1&s=1
White Sands Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1500000,https://media-cdn.tripadvisor.com/media/photo-s/1c/89/87/bc/white-sand-resort.jpg
Malibu Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1600000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b8/45/38/caption.jpg?w=900&h=-1&s=1
Resort Vinh Mui Ne,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,1800000,https://sangolf.vn/wp-content/uploads/2023/02/44c7b5dd478a3c40af74e3365edbae18.jpg
The Sailing Bay Resort,Resort,"Phan Thiet, Vietnam",4.5,Phan Thiet,2900000,https://i.travelapi.com/lodging/7000000/6460000/6457600/6457600/75f659da_z.jpg
Muine Bay Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,2000000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b2/b5/79/muine-bay-resort.jpg?w=700&h=-1&s=1
Pandanus Resort,Resort,"3 Nguyen Huu Tho",4.5,Phan Thiet,2700000,https://dsc.invia.cz/img/web-820x546/2018/8/20/d2/15860051-pandanus-resort.jpg
Lucy Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,1200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d8/54/9e/lucy-resort-muong-thanh.jpg?w=700&h=-1&s=1
Cham Villas Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,2300000,https://pix10.agoda.net/hotelImages/651/65110/65110_15111814050037828148.jpg?ca=&ce=1&s=1024x768
Resort Hoang Ngoc,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1500000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/68/13/a3/hoang-ngoc-resort.jpg?w=1400&h=-1&s=1
Muine Watergate Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,1100000,https://pix6.agoda.net/hotelImages/434/43419/43419_14032710470018874167.jpg?s=1100x825
Dynasty Beach Mui Ne Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1400000,https://media-cdn.tripadvisor.com/media/photo-s/0b/8a/e2/b3/photo1jpg.jpg
Pacific Beach Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,1000000,https://vivutour.vn/wp-content/uploads/2025/02/resort-pacific-beach-phan-thiet-phan-thiet-mui-ne-100.webp
Rang Garden Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,900000,https://images.trvl-media.com/hotels/10000000/9990000/9989200/9989164/4d4b5117.jpg?impolicy=resizecrop&rw=297&ra=fit
Minh Tam Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,850000,https://media-cdn.tripadvisor.com/media/photo-s/09/ff/a6/e4/minh-tam-resort.jpg
Pebble Beach Resort,Resort,"Phan Thiet, Vietnam",4.0,Phan Thiet,1900000,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2018/08/resort-phan-thiet-2-9-e1535508003861.jpg
Takalau Residence & Resort,Resort,"5 Residence Block",4.0,Phan Thiet,2200000,https://ticotravel.com.vn/wp-content/uploads/2022/02/Takalau-Residences-Resort-1.jpg
Sea Wind Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,950000,https://content.r9cdn.net/rimg/himg/f3/6a/b6/expedia_group-711739-0683d3cb-435476.jpg?width=1200&height=630&crop=true
Resort Paradise Mui Ne,Resort,"130C Nguyen Dinh Chieu",3.5,Phan Thiet,1300000,https://owa.bestprice.vn/images/hotels/uploads/mui-ne-paradise-resort-phan-thiet-6267a36ea69d6.jpg
Hai Au Resort,Resort,"30 Huynh Thuc Khang",3.0,Phan Thiet,1100000,https://dulichyenviet.com/wp-content/uploads/2019/06/hai-au-mui-ne-beach-resort-.jpg
Suoi Nuoc Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,900000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/525086856.jpg?k=e9cb6daba8b983652d9bf6419671849e562da5c4161a6396a659a71810b2851a&o=&hp=1
Hai Dang Resort 1,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,800000,https://ticotravel.com.vn/wp-content/uploads/2023/04/RESORT-HAI-DANG-2.jpg
Aquaba Resort,Resort,"Phan Thiet, Vietnam",3.5,Phan Thiet,1200000,https://i.pinimg.com/originals/96/8e/41/968e41cca036dd09419883bfb671301b.jpg
Longson Muine Beach Campground Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,500000,https://media-cdn.tripadvisor.com/media/photo-s/11/90/9c/c3/long-son-mui-ne-beach.jpg
Blue Ocean Resort,Resort,"54 Nguyen Dinh Chieu",4.0,Phan Thiet,2100000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/16/ef/ef/20191115-154039-largejpg.jpg?w=1000&h=-1&s=1
Asteria Mui Ne Resort,Resort,"Phan Thiet, Vietnam",4.5,Phan Thiet,3500000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/564848616.jpg?k=21b2cfeb639c8a24fbca6feb9ea4bbd0a4f41c515f04bc5ed68134002ebc1e58&o=&hp=1
Rach Dua Resort,Resort,"Phan Thiet, Vietnam",3.0,Phan Thiet,1000000,https://i.pinimg.com/originals/96/8e/41/968e41cca036dd09419883bfb671301b.jpg
Backstage Bar & Grill,Restaurant,"139D Nguyen Dinh Chieu",4.5,Phan Thiet,300000,https://media-cdn.tripadvisor.com/media/photo-s/14/82/14/d1/backstage-bar-grill-by.jpg
Love Sushi,Restaurant,"01 Ton Duc Thang",4.3,Phan Thiet,250000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100057696589647
Mot Nang Bo Ke Mui Ne,Restaurant,"122 Nguyen Dinh Chieu",4.0,Phan Thiet,200000,https://i.ytimg.com/vi/8K2ndpj0WAY/maxresdefault.jpg
Modjo Bar & Restaurant,Restaurant,"139C Nguyen Dinh Chieu",4.4,Phan Thiet,280000,https://img.restaurantguru.com/ce89-Modjo-Restaurant-and-Bar-food.jpg
Sua Chua Tran Chau Ha Long,Restaurant,"15-17 Le Dai Hanh",4.2,Phan Thiet,40000,https://media.mia.vn/uploads/blog-du-lich/top-8-quan-sua-chua-tran-chau-ha-long-thom-ngon-kho-cuong-03-1641920523.jpg
Kichi Kichi,Restaurant,"173 Tran Hung Dao",4.1,Phan Thiet,250000,https://toplist.vn/images/800px/kichi-kichi-1279505.jpg
Choi Oi,Restaurant,"137A Nguyen Dinh Chieu",4.5,Phan Thiet,180000,https://images.happycow.net/venues/1024/14/55/hcmp145555_513953.jpeg
Cay Bang Restaurant,Restaurant,"Phan Thiet, Vietnam",4.0,Phan Thiet,300000,https://cbgroup.vn/wp-content/uploads/2022/01/nha-hang-cay-bang-phan-thiet-cbgroup-4.jpg
Ganesh Mui Ne,Restaurant,"57 Nguyen Dinh Chieu",4.4,Phan Thiet,260000,https://www.rustycompass.com/uploads/destinations/ganesh-indian-cuisine-mui-ne-0717-00001_15008734083.jpg
Luna d'Autunno,Restaurant,"Phan Thiet, Vietnam",4.3,Phan Thiet,350000,https://images2.thanhnien.vn/528068263637045248/2024/8/2/h4-17225834763041846959429.png
Snow Sushi Bar,Restaurant,"Phan Thiet, Vietnam",4.2,Phan Thiet,280000,https://img.restaurantguru.com/c54b-Maki-Sushi-Restaurant-and-Bar-Phan-Thiet-food.jpg
Ngoc Lan,Restaurant,"27A Nguyen Dinh Chieu",3.8,Phan Thiet,150000,https://1033609670.rsc.cdn77.org/rests/small/w550/h367/405_503420356.jpg
Hill Smoke Restaurant BBQ,Restaurant,"69/5 Nguyen Dinh Chieu",4.1,Phan Thiet,220000,https://img.restaurantguru.com/w550/h367/rbb5-Buffet-BBQ-Phan-Thiet-dishes-2024-05.jpg
Nhat Nam,Restaurant,"Phan Thiet, Vietnam",3.9,Phan Thiet,180000,https://img.restaurantguru.com/w550/h367/r301-interior-Nhat-Nam-Restaurant-2024-05-4.jpg
Rids Surf Club,Restaurant,"DT 716",4.0,Phan Thiet,200000,https://1033609670.rsc.cdn77.org/rests/small/w550/h367/107_505437466.jpg
Vi Dieu,Restaurant,"15B Huynh Thuc Khang",4.2,Phan Thiet,160000,http://photos.wikimapia.org/p/00/01/09/27/95_big.jpg
Taj Mahal,Restaurant,"63 Nguyen Dinh Chieu",4.3,Phan Thiet,240000,https://media-cdn.tripadvisor.com/media/photo-s/0d/ce/49/a8/interior.jpg
Pizza Hut,Restaurant,"Hung Vuong",4.0,Phan Thiet,180000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1046276240877218
La Casa Del Latino,Restaurant,"117C Nguyen Dinh Chieu",4.1,Phan Thiet,250000,https://img.restaurantguru.com/ccc9-Restaurant-EL-Latino-food.jpg
Madam Din,Restaurant,"Phan Thiet, Vietnam",4.0,Phan Thiet,150000,https://img.speisekarte.menu/storage/media/company_images/12107680/conversions/thumbnail.jpg
Sindbad,Restaurant,"Nguyen Dinh Chieu",4.4,Phan Thiet,120000,https://images2.thanhnien.vn/528068263637045248/2024/8/2/h4-17225834763041846959429.png
Phat Hamburger,Restaurant,"253 Nguyen Dinh Chieu",4.2,Phan Thiet,100000,https://img.restaurantguru.com/w550/h367/r9f0-interior-Hai-san-Thuan-Phat-2024-05.jpg
My Wu,Restaurant,"Phan Thiet, Vietnam",4.0,Phan Thiet,80000,https://img.restaurantguru.com/w550/h367/r841-meals-Banh-my-My-Wu.jpg
Bo Ke Hong Hao,Restaurant,"187 Nguyen Dinh Chieu",3.8,Phan Thiet,200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/88/6e/41/boke-hong-hao-restaurant.jpg?w=900&h=-1&s=1
Le Vu Luy,Restaurant,"Nguyen Dinh Chieu",3.9,Phan Thiet,250000,https://img3.restaurantguru.com/c6f7-Backstage-Bar-and-Grill-Phan-Thiet-food.jpg
El Latino,Restaurant,"Phan Thiet, Vietnam",4.1,Phan Thiet,250000,https://img.restaurantguru.com/ccc9-Restaurant-EL-Latino-food.jpg
Hong Anh,Restaurant,"170 Huynh Thuc Khang",4.0,Phan Thiet,200000,https://n.oneday.com.vn/im/hPwehGj_JyO.jpg
Minh Kha,Restaurant,"Phan Thiet, Vietnam",3.8,Phan Thiet,180000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=904772098008807
